geom,temp_mes
POINT (168.37072982482627 83.4428723993802),-2.7
POINT (168.92732727879266 83.4428723993802),-3.2
POINT (169.48392473275902 83.4428723993802),-4.2
POINT (170.04052218672538 83.4428723993802),-4.3
POINT (170.59711964069174 83.4428723993802),-4.8
POINT (171.15371709465813 83.4428723993802),-4.1
POINT (171.7103145486245 83.4428723993802),-3.4
POINT (178.94608145018728 83.4428723993802),-2.7
POINT (179.50267890415364 83.4428723993802),-3.7
POINT (180.05927635812006 83.4428723993802),-4.2
POINT (180.61587381208636 83.4428723993802),-4.2
POINT (181.17247126605272 83.4428723993802),-4.4
POINT (181.72906872001911 83.4428723993802),-3.9
POINT (182.28566617398548 83.4428723993802),-3.1
POINT (182.84226362795184 83.4428723993802),-3.1
POINT (183.3988610819182 83.4428723993802),-3.4
POINT (183.9554585358846 83.4428723993802),-3.3
POINT (185.0686534438173 83.4428723993802),-3.5
POINT (-180.05927635812006 82.34618800774024),-5.6
POINT (-179.50267890415364 82.34618800774024),-5.7
POINT (-178.94608145018728 82.34618800774024),-5.7
POINT (-178.3894839962209 82.34618800774024),-5.4
POINT (-177.83288654225453 82.34618800774024),-5.6
POINT (-177.27628908828814 82.34618800774024),-5.3
POINT (-176.71969163432178 82.34618800774024),-5.3
POINT (-176.16309418035547 82.34618800774024),-4.0
POINT (-175.60649672638908 82.34618800774024),-3.7
POINT (-175.0498992724227 82.34618800774024),-3.4
POINT (-174.49330181845633 82.34618800774024),-2.9
POINT (-173.93670436448997 82.34618800774024),-2.8
POINT (-173.3801069105236 82.34618800774024),-2.7
POINT (-172.82350945655725 82.34618800774024),-2.8
POINT (-172.26691200259089 82.34618800774024),-3.2
POINT (-171.7103145486245 82.34618800774024),-1.9
POINT (-171.15371709465813 82.34618800774024),-0.8
POINT (-168.92732727879266 82.34618800774024),0.3
POINT (-168.37072982482627 82.34618800774024),0.2
POINT (-167.8141323708599 82.34618800774024),0.4
POINT (-167.25753491689358 82.34618800774024),1.7
POINT (-155.56898838359984 82.34618800774024),5.8
POINT (-155.01239092963345 82.34618800774024),5.7
POINT (-154.4557934756671 82.34618800774024),4.5
POINT (-153.89919602170073 82.34618800774024),4.2
POINT (-153.34259856773434 82.34618800774024),0.0
POINT (-152.78600111376798 82.34618800774024),-0.6
POINT (-152.22940365980162 82.34618800774024),-0.9
POINT (-151.67280620583523 82.34618800774024),0.5
POINT (-151.11620875186887 82.34618800774024),1.9
POINT (-150.55961129790253 82.34618800774024),2.1
POINT (-150.00301384393615 82.34618800774024),-2.7
POINT (-149.44641638996976 82.34618800774024),-2.9
POINT (-148.8898189360034 82.34618800774024),-1.7
POINT (-148.33322148203706 82.34618800774024),-2.0
POINT (-147.7766240280707 82.34618800774024),-2.6
POINT (-147.22002657410434 82.34618800774024),-0.9
POINT (-146.66342912013795 82.34618800774024),-1.1
POINT (-146.1068316661716 82.34618800774024),-2.8
POINT (-145.55023421220517 82.34618800774024),-2.5
POINT (-144.9936367582388 82.34618800774024),-3.8
POINT (-144.43703930427247 82.34618800774024),-2.9
POINT (-143.8804418503061 82.34618800774024),-2.7
POINT (-143.32384439633975 82.34618800774024),-2.3
POINT (-142.7672469423734 82.34618800774024),-2.2
POINT (-142.210649488407 82.34618800774024),0.0
POINT (-141.65405203444064 82.34618800774024),-0.5
POINT (-141.09745458047428 82.34618800774024),-1.0
POINT (-140.5408571265079 82.34618800774024),-1.1
POINT (-139.98425967254153 82.34618800774024),-0.7
POINT (-139.42766221857516 82.34618800774024),0.0
POINT (-138.8710647646088 82.34618800774024),1.4
POINT (-138.3144673106424 82.34618800774024),2.6
POINT (-137.75786985667605 82.34618800774024),2.8
POINT (-137.2012724027097 82.34618800774024),3.1
POINT (-136.6446749487433 82.34618800774024),3.2
POINT (-136.08807749477694 82.34618800774024),2.9
POINT (-135.53148004081058 82.34618800774024),2.5
POINT (-134.97488258684422 82.34618800774024),2.4
POINT (-134.41828513287783 82.34618800774024),3.3
POINT (-133.86168767891147 82.34618800774024),4.0
POINT (-133.3050902249451 82.34618800774024),2.7
POINT (-132.74849277097871 82.34618800774024),2.5
POINT (-132.19189531701235 82.34618800774024),1.8
POINT (-131.635297863046 82.34618800774024),2.3
POINT (-131.07870040907963 82.34618800774024),2.8
POINT (-130.5221029551133 82.34618800774024),3.3
POINT (-129.96550550114694 82.34618800774024),3.2
POINT (-129.40890804718052 82.34618800774024),3.0
POINT (-128.85231059321418 82.34618800774024),2.7
POINT (-128.29571313924777 82.34618800774024),2.7
POINT (-127.7391156852814 82.34618800774024),2.8
POINT (-127.18251823131504 82.34618800774024),3.1
POINT (-126.6259207773487 82.34618800774024),3.9
POINT (-126.06932332338232 82.34618800774024),2.0
POINT (-125.51272586941596 82.34618800774024),2.1
POINT (-124.95612841544958 82.34618800774024),2.3
POINT (-124.39953096148322 82.34618800774024),2.6
POINT (-123.84293350751686 82.34618800774024),2.6
POINT (-123.2863360535505 82.34618800774024),2.3
POINT (-122.72973859958414 82.34618800774024),2.3
POINT (-122.17314114561775 82.34618800774024),2.1
POINT (-121.61654369165136 82.34618800774024),1.6
POINT (-121.059946237685 82.34618800774024),1.0
POINT (-120.50334878371864 82.34618800774024),0.5
POINT (-119.94675132975229 82.34618800774024),0.1
POINT (-119.39015387578591 82.34618800774024),-0.1
POINT (-118.83355642181954 82.34618800774024),-0.4
POINT (-118.27695896785318 82.34618800774024),-0.7
POINT (-117.72036151388681 82.34618800774024),-1.0
POINT (-117.16376405992045 82.34618800774024),-1.2
POINT (-116.60716660595409 82.34618800774024),-1.3
POINT (-116.0505691519877 82.34618800774024),-1.6
POINT (-115.49397169802134 82.34618800774024),-2.1
POINT (-114.93737424405495 82.34618800774024),-2.6
POINT (-114.38077679008859 82.34618800774024),-3.0
POINT (-113.82417933612223 82.34618800774024),-3.4
POINT (-113.26758188215587 82.34618800774024),-3.7
POINT (-112.7109844281895 82.34618800774024),-3.8
POINT (-112.15438697422313 82.34618800774024),-3.7
POINT (-111.59778952025675 82.34618800774024),-3.9
POINT (-111.0411920662904 82.34618800774024),-4.2
POINT (-110.48459461232405 82.34618800774024),-4.7
POINT (-109.92799715835766 82.34618800774024),-5.3
POINT (-109.37139970439128 82.34618800774024),-6.2
POINT (-108.81480225042492 82.34618800774024),-7.2
POINT (-108.25820479645854 82.34618800774024),-8.4
POINT (-107.70160734249218 82.34618800774024),-9.5
POINT (-107.14500988852582 82.34618800774024),-10.2
POINT (-106.58841243455946 82.34618800774024),-10.5
POINT (-106.0318149805931 82.34618800774024),-10.7
POINT (-105.47521752662671 82.34618800774024),-11.0
POINT (-87.10750154573657 82.34618800774024),-8.3
POINT (-86.5509040917702 82.34618800774024),-8.3
POINT (-85.99430663780383 82.34618800774024),-8.3
POINT (-85.43770918383746 82.34618800774024),-8.3
POINT (-84.8811117298711 82.34618800774024),-8.3
POINT (-84.32451427590473 82.34618800774024),-8.4
POINT (-83.76791682193837 82.34618800774024),-8.4
POINT (-83.21131936797201 82.34618800774024),-8.3
POINT (-82.65472191400563 82.34618800774024),-8.2
POINT (-82.09812446003926 82.34618800774024),-8.0
POINT (-81.5415270060729 82.34618800774024),-7.2
POINT (-80.98492955210652 82.34618800774024),-6.3
POINT (-80.42833209814016 82.34618800774024),-5.7
POINT (-79.87173464417378 82.34618800774024),-5.3
POINT (-79.31513719020742 82.34618800774024),-5.1
POINT (-78.75853973624106 82.34618800774024),-4.9
POINT (-78.20194228227469 82.34618800774024),-4.7
POINT (-77.64534482830832 82.34618800774024),-4.4
POINT (-77.08874737434196 82.34618800774024),-4.3
POINT (-73.19256519657738 82.34618800774024),-4.3
POINT (-72.635967742611 82.34618800774024),-4.7
POINT (-72.07937028864464 82.34618800774024),-4.6
POINT (-71.52277283467826 82.34618800774024),-4.5
POINT (-70.9661753807119 82.34618800774024),-4.8
POINT (-70.40957792674553 82.34618800774024),-4.0
POINT (-3.6178834507813913 82.34618800774024),6.5
POINT (-3.0612859968150237 82.34618800774024),6.7
POINT (5.844273266646864 82.34618800774024),6.1
POINT (6.400870720613231 82.34618800774024),6.0
POINT (6.957468174579598 82.34618800774024),5.0
POINT (7.514065628545966 82.34618800774024),2.8
POINT (8.070663082512334 82.34618800774024),2.3
POINT (8.627260536478701 82.34618800774024),2.4
POINT (9.18385799044507 82.34618800774024),1.8
POINT (9.740455444411436 82.34618800774024),2.4
POINT (10.297052898377807 82.34618800774024),4.9
POINT (10.853650352344173 82.34618800774024),5.5
POINT (11.410247806310544 82.34618800774024),6.8
POINT (11.966845260276909 82.34618800774024),6.8
POINT (12.523442714243279 82.34618800774024),6.3
POINT (13.080040168209646 82.34618800774024),5.7
POINT (13.636637622176012 82.34618800774024),5.4
POINT (14.193235076142381 82.34618800774024),5.3
POINT (14.74983253010875 82.34618800774024),5.1
POINT (15.306429984075116 82.34618800774024),4.8
POINT (15.863027438041485 82.34618800774024),4.8
POINT (16.419624892007853 82.34618800774024),5.2
POINT (16.97622234597422 82.34618800774024),5.4
POINT (17.532819799940587 82.34618800774024),5.7
POINT (18.089417253906955 82.34618800774024),5.7
POINT (18.646014707873327 82.34618800774024),5.5
POINT (19.202612161839696 82.34618800774024),5.3
POINT (19.759209615806057 82.34618800774024),5.0
POINT (20.31580706977243 82.34618800774024),4.7
POINT (20.872404523738798 82.34618800774024),4.3
POINT (25.32518415546974 82.34618800774024),5.6
POINT (25.881781609436107 82.34618800774024),5.9
POINT (26.438379063402476 82.34618800774024),6.1
POINT (26.99497651736884 82.34618800774024),6.3
POINT (27.551573971335216 82.34618800774024),6.6
POINT (28.108171425301578 82.34618800774024),6.8
POINT (28.664768879267942 82.34618800774024),6.8
POINT (29.221366333234318 82.34618800774024),6.7
POINT (29.777963787200683 82.34618800774024),6.5
POINT (30.334561241167044 82.34618800774024),6.5
POINT (30.89115869513342 82.34618800774024),6.6
POINT (31.447756149099785 82.34618800774024),6.7
POINT (32.00435360306615 82.34618800774024),6.8
POINT (32.56095105703252 82.34618800774024),6.8
POINT (33.117548510998894 82.34618800774024),6.8
POINT (33.67414596496526 82.34618800774024),7.0
POINT (34.23074341893163 82.34618800774024),6.7
POINT (34.787340872897985 82.34618800774024),6.8
POINT (35.34393832686437 82.34618800774024),6.9
POINT (35.90053578083073 82.34618800774024),6.9
POINT (36.4571332347971 82.34618800774024),6.9
POINT (37.01373068876347 82.34618800774024),6.8
POINT (37.570328142729835 82.34618800774024),6.5
POINT (38.1269255966962 82.34618800774024),6.2
POINT (38.68352305066257 82.34618800774024),5.9
POINT (39.24012050462894 82.34618800774024),5.8
POINT (39.7967179585953 82.34618800774024),5.8
POINT (40.35331541256168 82.34618800774024),5.6
POINT (40.90991286652804 82.34618800774024),5.5
POINT (41.46651032049441 82.34618800774024),5.3
POINT (42.023107774460776 82.34618800774024),5.2
POINT (42.57970522842714 82.34618800774024),5.3
POINT (43.13630268239351 82.34618800774024),5.3
POINT (43.692900136359874 82.34618800774024),5.2
POINT (44.24949759032624 82.34618800774024),5.4
POINT (44.80609504429262 82.34618800774024),5.6
POINT (45.36269249825898 82.34618800774024),5.8
POINT (45.91928995222534 82.34618800774024),5.9
POINT (46.47588740619172 82.34618800774024),5.9
POINT (47.032484860158085 82.34618800774024),5.9
POINT (47.589082314124454 82.34618800774024),5.8
POINT (48.14567976809082 82.34618800774024),5.7
POINT (48.70227722205719 82.34618800774024),5.6
POINT (49.25887467602355 82.34618800774024),5.6
POINT (49.815472129989935 82.34618800774024),5.8
POINT (50.37206958395629 82.34618800774024),5.8
POINT (50.92866703792266 82.34618800774024),5.8
POINT (51.485264491889026 82.34618800774024),5.9
POINT (52.04186194585541 82.34618800774024),6.0
POINT (52.59845939982176 82.34618800774024),5.8
POINT (53.15505685378814 82.34618800774024),5.8
POINT (53.7116543077545 82.34618800774024),6.0
POINT (54.26825176172086 82.34618800774024),6.2
POINT (54.82484921568724 82.34618800774024),5.8
POINT (55.38144666965361 82.34618800774024),5.7
POINT (55.938044123619974 82.34618800774024),5.5
POINT (56.49464157758634 82.34618800774024),5.6
POINT (57.051239031552704 82.34618800774024),5.6
POINT (57.60783648551907 82.34618800774024),5.6
POINT (58.164433939485455 82.34618800774024),5.6
POINT (58.72103139345182 82.34618800774024),5.5
POINT (59.27762884741818 82.34618800774024),5.3
POINT (59.83422630138455 82.34618800774024),5.2
POINT (60.39082375535091 82.34618800774024),5.3
POINT (60.947421209317284 82.34618800774024),5.2
POINT (61.50401866328366 82.34618800774024),5.0
POINT (62.06061611725002 82.34618800774024),4.9
POINT (62.61721357121638 82.34618800774024),4.9
POINT (63.17381102518276 82.34618800774024),4.7
POINT (63.73040847914911 82.34618800774024),4.5
POINT (64.2870059331155 82.34618800774024),4.1
POINT (64.84360338708186 82.34618800774024),3.4
POINT (65.40020084104823 82.34618800774024),2.9
POINT (65.9567982950146 82.34618800774024),3.0
POINT (66.51339574898097 82.34618800774024),4.0
POINT (67.06999320294732 82.34618800774024),4.3
POINT (67.6265906569137 82.34618800774024),4.3
POINT (68.18318811088008 82.34618800774024),4.3
POINT (68.73978556484644 82.34618800774024),4.3
POINT (69.29638301881279 82.34618800774024),4.2
POINT (69.85298047277918 82.34618800774024),4.1
POINT (70.40957792674553 82.34618800774024),4.1
POINT (70.9661753807119 82.34618800774024),3.9
POINT (71.52277283467826 82.34618800774024),3.7
POINT (72.07937028864464 82.34618800774024),3.5
POINT (72.635967742611 82.34618800774024),3.3
POINT (73.19256519657738 82.34618800774024),3.0
POINT (73.74916265054375 82.34618800774024),2.7
POINT (74.30576010451011 82.34618800774024),2.5
POINT (74.86235755847649 82.34618800774024),2.3
POINT (75.41895501244285 82.34618800774024),2.1
POINT (75.9755524664092 82.34618800774024),1.9
POINT (76.53214992037559 82.34618800774024),1.7
POINT (77.08874737434196 82.34618800774024),1.4
POINT (77.64534482830832 82.34618800774024),1.2
POINT (78.20194228227469 82.34618800774024),1.0
POINT (78.75853973624106 82.34618800774024),0.8
POINT (79.31513719020742 82.34618800774024),0.7
POINT (79.87173464417378 82.34618800774024),0.5
POINT (80.42833209814016 82.34618800774024),0.4
POINT (80.98492955210652 82.34618800774024),0.3
POINT (81.5415270060729 82.34618800774024),0.2
POINT (82.09812446003926 82.34618800774024),0.0
POINT (82.65472191400563 82.34618800774024),-0.1
POINT (83.21131936797201 82.34618800774024),-0.2
POINT (83.76791682193837 82.34618800774024),-0.3
POINT (84.32451427590473 82.34618800774024),-0.4
POINT (84.8811117298711 82.34618800774024),-0.5
POINT (85.43770918383746 82.34618800774024),-0.7
POINT (85.99430663780383 82.34618800774024),-0.8
POINT (86.5509040917702 82.34618800774024),-1.0
POINT (87.10750154573657 82.34618800774024),-1.1
POINT (87.66409899970294 82.34618800774024),-1.3
POINT (88.2206964536693 82.34618800774024),-1.6
POINT (88.77729390763568 82.34618800774024),-1.7
POINT (89.33389136160206 82.34618800774024),-2.0
POINT (89.89048881556842 82.34618800774024),-2.1
POINT (90.44708626953478 82.34618800774024),-2.2
POINT (91.00368372350115 82.34618800774024),-2.4
POINT (91.56028117746753 82.34618800774024),-2.5
POINT (92.11687863143388 82.34618800774024),-2.6
POINT (92.67347608540025 82.34618800774024),-2.7
POINT (93.23007353936664 82.34618800774024),-2.9
POINT (93.78667099333298 82.34618800774024),-3.0
POINT (94.34326844729935 82.34618800774024),-3.1
POINT (94.89986590126573 82.34618800774024),-3.1
POINT (95.45646335523209 82.34618800774024),-3.3
POINT (96.01306080919846 82.34618800774024),-3.3
POINT (96.56965826316483 82.34618800774024),-3.4
POINT (97.1262557171312 82.34618800774024),-3.5
POINT (97.68285317109758 82.34618800774024),-3.4
POINT (98.23945062506394 82.34618800774024),-3.3
POINT (98.7960480790303 82.34618800774024),-3.3
POINT (99.35264553299668 82.34618800774024),-3.4
POINT (99.90924298696305 82.34618800774024),-3.4
POINT (100.4658404409294 82.34618800774024),-3.7
POINT (101.02243789489576 82.34618800774024),-3.6
POINT (101.57903534886213 82.34618800774024),-3.4
POINT (102.1356328028285 82.34618800774024),-3.6
POINT (102.69223025679487 82.34618800774024),-4.4
POINT (103.24882771076123 82.34618800774024),-5.0
POINT (103.80542516472764 82.34618800774024),-4.3
POINT (104.362022618694 82.34618800774024),-4.0
POINT (104.91862007266035 82.34618800774024),-4.0
POINT (105.47521752662671 82.34618800774024),-3.9
POINT (106.0318149805931 82.34618800774024),-3.6
POINT (106.58841243455946 82.34618800774024),-3.6
POINT (107.14500988852582 82.34618800774024),-4.0
POINT (107.70160734249218 82.34618800774024),-3.4
POINT (108.25820479645854 82.34618800774024),-3.2
POINT (108.81480225042492 82.34618800774024),-3.1
POINT (109.37139970439128 82.34618800774024),-3.1
POINT (109.92799715835766 82.34618800774024),-3.1
POINT (110.48459461232405 82.34618800774024),-3.0
POINT (111.0411920662904 82.34618800774024),-3.1
POINT (111.59778952025675 82.34618800774024),-3.6
POINT (112.15438697422313 82.34618800774024),-3.7
POINT (112.7109844281895 82.34618800774024),-3.7
POINT (113.26758188215587 82.34618800774024),-4.2
POINT (113.82417933612223 82.34618800774024),-4.7
POINT (114.38077679008859 82.34618800774024),-4.8
POINT (114.93737424405495 82.34618800774024),-4.9
POINT (115.49397169802134 82.34618800774024),-4.8
POINT (116.0505691519877 82.34618800774024),-4.9
POINT (116.60716660595409 82.34618800774024),-5.5
POINT (117.16376405992045 82.34618800774024),-5.9
POINT (117.72036151388681 82.34618800774024),-6.0
POINT (118.27695896785318 82.34618800774024),-5.7
POINT (118.83355642181954 82.34618800774024),-5.6
POINT (119.39015387578591 82.34618800774024),-5.6
POINT (119.94675132975229 82.34618800774024),-5.4
POINT (120.50334878371864 82.34618800774024),-5.2
POINT (121.059946237685 82.34618800774024),-5.2
POINT (121.61654369165136 82.34618800774024),-5.0
POINT (122.17314114561775 82.34618800774024),-5.0
POINT (122.72973859958414 82.34618800774024),-4.8
POINT (123.2863360535505 82.34618800774024),-4.4
POINT (123.84293350751686 82.34618800774024),-4.3
POINT (124.39953096148322 82.34618800774024),-4.3
POINT (124.95612841544958 82.34618800774024),-4.5
POINT (125.51272586941596 82.34618800774024),-4.6
POINT (126.06932332338232 82.34618800774024),-6.4
POINT (126.6259207773487 82.34618800774024),-6.9
POINT (127.18251823131504 82.34618800774024),-7.5
POINT (127.7391156852814 82.34618800774024),-8.8
POINT (128.29571313924777 82.34618800774024),-7.9
POINT (128.85231059321418 82.34618800774024),-7.2
POINT (129.40890804718052 82.34618800774024),-8.4
POINT (129.96550550114694 82.34618800774024),-6.8
POINT (130.5221029551133 82.34618800774024),-6.6
POINT (131.07870040907963 82.34618800774024),-6.3
POINT (131.635297863046 82.34618800774024),-5.9
POINT (132.19189531701235 82.34618800774024),-4.5
POINT (132.74849277097871 82.34618800774024),-4.0
POINT (133.3050902249451 82.34618800774024),-3.8
POINT (133.86168767891147 82.34618800774024),-3.7
POINT (134.41828513287783 82.34618800774024),-4.0
POINT (134.97488258684422 82.34618800774024),-3.8
POINT (135.53148004081058 82.34618800774024),-3.9
POINT (136.08807749477694 82.34618800774024),-4.7
POINT (136.6446749487433 82.34618800774024),-5.1
POINT (137.2012724027097 82.34618800774024),-5.9
POINT (137.75786985667605 82.34618800774024),-6.0
POINT (138.3144673106424 82.34618800774024),-5.7
POINT (138.8710647646088 82.34618800774024),-5.5
POINT (139.42766221857516 82.34618800774024),-5.7
POINT (139.98425967254153 82.34618800774024),-5.6
POINT (140.5408571265079 82.34618800774024),-5.7
POINT (141.09745458047428 82.34618800774024),-5.6
POINT (141.65405203444064 82.34618800774024),-6.0
POINT (142.210649488407 82.34618800774024),-5.9
POINT (142.7672469423734 82.34618800774024),-5.3
POINT (143.32384439633975 82.34618800774024),-5.2
POINT (143.8804418503061 82.34618800774024),-4.9
POINT (144.43703930427247 82.34618800774024),-4.4
POINT (144.9936367582388 82.34618800774024),-4.3
POINT (145.55023421220517 82.34618800774024),-4.1
POINT (146.1068316661716 82.34618800774024),-3.7
POINT (146.66342912013795 82.34618800774024),-3.5
POINT (147.22002657410434 82.34618800774024),-3.3
POINT (147.7766240280707 82.34618800774024),-3.2
POINT (148.33322148203706 82.34618800774024),-3.8
POINT (148.8898189360034 82.34618800774024),-3.9
POINT (149.44641638996976 82.34618800774024),-4.1
POINT (150.00301384393615 82.34618800774024),-3.6
POINT (150.55961129790253 82.34618800774024),-3.0
POINT (151.11620875186887 82.34618800774024),-3.6
POINT (151.67280620583523 82.34618800774024),-3.9
POINT (152.22940365980162 82.34618800774024),-4.8
POINT (152.78600111376798 82.34618800774024),-5.1
POINT (153.34259856773434 82.34618800774024),-5.6
POINT (153.89919602170073 82.34618800774024),-5.1
POINT (154.4557934756671 82.34618800774024),-4.8
POINT (155.01239092963345 82.34618800774024),-5.4
POINT (155.56898838359984 82.34618800774024),-5.8
POINT (156.1255858375662 82.34618800774024),-4.8
POINT (156.68218329153257 82.34618800774024),-4.5
POINT (157.23878074549893 82.34618800774024),-4.4
POINT (157.7953781994653 82.34618800774024),-3.7
POINT (158.35197565343165 82.34618800774024),-3.2
POINT (158.90857310739804 82.34618800774024),-2.2
POINT (159.4651705613644 82.34618800774024),-2.1
POINT (160.0217680153308 82.34618800774024),-2.1
POINT (160.57836546929715 82.34618800774024),-2.1
POINT (161.13496292326352 82.34618800774024),-2.1
POINT (161.69156037722988 82.34618800774024),-2.2
POINT (162.24815783119624 82.34618800774024),-2.2
POINT (162.80475528516263 82.34618800774024),-2.2
POINT (163.361352739129 82.34618800774024),-1.6
POINT (163.91795019309535 82.34618800774024),-1.3
POINT (164.47454764706168 82.34618800774024),-1.1
POINT (165.03114510102807 82.34618800774024),-0.8
POINT (165.58774255499443 82.34618800774024),-0.7
POINT (166.14434000896082 82.34618800774024),-0.8
POINT (167.8141323708599 82.34618800774024),-0.3
POINT (168.37072982482627 82.34618800774024),-1.0
POINT (168.92732727879266 82.34618800774024),-2.0
POINT (169.48392473275902 82.34618800774024),-2.9
POINT (170.04052218672538 82.34618800774024),-3.5
POINT (170.59711964069174 82.34618800774024),-4.0
POINT (171.15371709465813 82.34618800774024),-3.4
POINT (171.7103145486245 82.34618800774024),-3.4
POINT (172.26691200259089 82.34618800774024),-3.6
POINT (172.82350945655725 82.34618800774024),-2.9
POINT (177.83288654225453 82.34618800774024),-2.5
POINT (178.3894839962209 82.34618800774024),-3.3
POINT (178.94608145018728 82.34618800774024),-3.4
POINT (179.50267890415364 82.34618800774024),-4.3
POINT (180.05927635812006 82.34618800774024),-6.7
POINT (180.61587381208636 82.34618800774024),-4.4
POINT (181.17247126605272 82.34618800774024),-4.0
POINT (181.72906872001911 82.34618800774024),-2.5
POINT (182.84226362795184 82.34618800774024),-2.4
POINT (183.3988610819182 82.34618800774024),-2.4
POINT (-180.05927635812006 81.2654737237667),-5.1
POINT (-179.50267890415364 81.2654737237667),-4.9
POINT (-178.94608145018728 81.2654737237667),-4.6
POINT (-178.3894839962209 81.2654737237667),-4.3
POINT (-177.83288654225453 81.2654737237667),-4.2
POINT (-177.27628908828814 81.2654737237667),-4.1
POINT (-176.71969163432178 81.2654737237667),-3.6
POINT (-176.16309418035547 81.2654737237667),-3.3
POINT (-175.60649672638908 81.2654737237667),-3.1
POINT (-175.0498992724227 81.2654737237667),-2.9
POINT (-174.49330181845633 81.2654737237667),-2.7
POINT (-173.93670436448997 81.2654737237667),-2.9
POINT (-173.3801069105236 81.2654737237667),-3.3
POINT (-172.82350945655725 81.2654737237667),-3.9
POINT (-172.26691200259089 81.2654737237667),-4.0
POINT (-171.7103145486245 81.2654737237667),-3.2
POINT (-171.15371709465813 81.2654737237667),-3.5
POINT (-170.59711964069174 81.2654737237667),-0.9
POINT (-153.89919602170073 81.2654737237667),6.7
POINT (-153.34259856773434 81.2654737237667),3.0
POINT (-152.78600111376798 81.2654737237667),-4.7
POINT (-152.22940365980162 81.2654737237667),1.1
POINT (-151.67280620583523 81.2654737237667),4.4
POINT (-151.11620875186887 81.2654737237667),3.5
POINT (-150.55961129790253 81.2654737237667),5.3
POINT (-150.00301384393615 81.2654737237667),3.0
POINT (-149.44641638996976 81.2654737237667),0.3
POINT (-148.8898189360034 81.2654737237667),2.3
POINT (-148.33322148203706 81.2654737237667),1.4
POINT (-147.7766240280707 81.2654737237667),0.6
POINT (-147.22002657410434 81.2654737237667),-0.1
POINT (-146.66342912013795 81.2654737237667),-0.7
POINT (-146.1068316661716 81.2654737237667),-2.2
POINT (-145.55023421220517 81.2654737237667),-2.0
POINT (-144.9936367582388 81.2654737237667),-2.1
POINT (-144.43703930427247 81.2654737237667),-2.4
POINT (-143.8804418503061 81.2654737237667),-4.0
POINT (-143.32384439633975 81.2654737237667),-3.7
POINT (-142.7672469423734 81.2654737237667),-3.3
POINT (-142.210649488407 81.2654737237667),-2.4
POINT (-141.65405203444064 81.2654737237667),-1.5
POINT (-141.09745458047428 81.2654737237667),-2.6
POINT (-140.5408571265079 81.2654737237667),-4.6
POINT (-139.98425967254153 81.2654737237667),-2.8
POINT (-139.42766221857516 81.2654737237667),-2.0
POINT (-138.8710647646088 81.2654737237667),-1.5
POINT (-138.3144673106424 81.2654737237667),0.8
POINT (-137.75786985667605 81.2654737237667),2.6
POINT (-137.2012724027097 81.2654737237667),3.2
POINT (-136.6446749487433 81.2654737237667),3.8
POINT (-136.08807749477694 81.2654737237667),4.2
POINT (-135.53148004081058 81.2654737237667),3.9
POINT (-134.97488258684422 81.2654737237667),4.0
POINT (-134.41828513287783 81.2654737237667),4.1
POINT (-133.86168767891147 81.2654737237667),4.2
POINT (-133.3050902249451 81.2654737237667),3.7
POINT (-132.74849277097871 81.2654737237667),3.0
POINT (-132.19189531701235 81.2654737237667),2.8
POINT (-131.635297863046 81.2654737237667),2.9
POINT (-131.07870040907963 81.2654737237667),3.0
POINT (-130.5221029551133 81.2654737237667),3.3
POINT (-129.96550550114694 81.2654737237667),3.4
POINT (-129.40890804718052 81.2654737237667),3.3
POINT (-128.85231059321418 81.2654737237667),3.2
POINT (-128.29571313924777 81.2654737237667),3.0
POINT (-127.7391156852814 81.2654737237667),3.5
POINT (-127.18251823131504 81.2654737237667),4.2
POINT (-126.6259207773487 81.2654737237667),4.4
POINT (-126.06932332338232 81.2654737237667),3.1
POINT (-125.51272586941596 81.2654737237667),2.2
POINT (-124.95612841544958 81.2654737237667),2.4
POINT (-124.39953096148322 81.2654737237667),2.8
POINT (-123.84293350751686 81.2654737237667),2.8
POINT (-123.2863360535505 81.2654737237667),2.8
POINT (-122.72973859958414 81.2654737237667),2.8
POINT (-122.17314114561775 81.2654737237667),2.4
POINT (-121.61654369165136 81.2654737237667),1.9
POINT (-121.059946237685 81.2654737237667),0.9
POINT (-120.50334878371864 81.2654737237667),-0.2
POINT (-119.94675132975229 81.2654737237667),-0.3
POINT (-119.39015387578591 81.2654737237667),-0.1
POINT (-118.83355642181954 81.2654737237667),-0.2
POINT (-118.27695896785318 81.2654737237667),-0.4
POINT (-117.72036151388681 81.2654737237667),-0.7
POINT (-117.16376405992045 81.2654737237667),-1.1
POINT (-116.60716660595409 81.2654737237667),-1.4
POINT (-116.0505691519877 81.2654737237667),-1.7
POINT (-115.49397169802134 81.2654737237667),-2.1
POINT (-114.93737424405495 81.2654737237667),-2.4
POINT (-114.38077679008859 81.2654737237667),-2.8
POINT (-113.82417933612223 81.2654737237667),-3.1
POINT (-113.26758188215587 81.2654737237667),-3.4
POINT (-112.7109844281895 81.2654737237667),-3.6
POINT (-112.15438697422313 81.2654737237667),-3.7
POINT (-111.59778952025675 81.2654737237667),-3.8
POINT (-111.0411920662904 81.2654737237667),-3.6
POINT (-110.48459461232405 81.2654737237667),-3.6
POINT (-109.92799715835766 81.2654737237667),-4.1
POINT (-109.37139970439128 81.2654737237667),-4.7
POINT (-108.81480225042492 81.2654737237667),-5.6
